county1,county2,county3,city,precinct,election_date,issue,result,for_vote,against_vote,status_before,status_current,status_before_detail,status_current_detail,fiscal_year,jurid,issue.clean,prohibitory,beer.wine,mixed.beverges,all.alocohol,off.premise,on.premise,cert
Palo Pinto,NA,NA,Gordon,NA,6-Nov-07,legal sale of beer for off-premises consumption only.,passed,53,27,dry,wet,NA,wet for the sale of beer for off-premises consumption.,2008,Palo Pinto___Gordon_,legal sale of beer for off-premises consumption only,0,1,0,0,1,0,0
Pecos,NA,NA,NA,Precinct 6,6-Nov-07,legal sale of all alcoholic beverages for off-premises consumption only.,passed,50,42,dry,wet,NA,wet for the sale of all alcoholic beverages for off-premises consumption.,2008,Pecos____Precinct 6,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Rockwall,NA,NA,Fate,NA,6-Nov-07,legal sale of beer and wine for off-premises consumption only.,passed,234,198,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption.,2008,Rockwall___Fate_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Rockwall,NA,NA,Rockwall,NA,6-Nov-07,legal sale of beer and wine for off-premises consumption only.,passed,2600,1366,dry,wet,NA,wet  for the sale of beer and wine for off-premises consumption.,2008,Rockwall___Rockwall_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Rockwall,NA,NA,Rockwall,NA,6-Nov-07,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,2779,1056,dry,wet,NA,wet for the sale of mixed beverages in restaurants with a food and beverage certificate.,2008,Rockwall___Rockwall_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Wichita,NA,NA,NA,Precinct 2,6-Nov-07,legal sale of all alcoholic beverages for off-premises consumption only.,passed,1912,1401,wet,wet,wet in part for the sale of beer and wine for off-premises consumption,wet throughout for the sale of all alcoholic beverages for off-premises consumption.,2008,Wichita____Precinct 2,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Wichita,NA,NA,NA,Precinct 2,6-Nov-07,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,2010,1304,wet,wet,wet in part for the sale of beer and wine for off-premises consumption,wet throughout for the sale of mixed beverages in restaurants with a food and beverage certificate.,2008,Wichita____Precinct 2,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Archer,NA,NA,Scotland,NA,10-May-08,legal sale of beer and wine.,passed,16,9,wet,wet,wet in part for the sale of all alcoholic beverages for off-premises consumption,"wet throughout for the sale of beer and wine for both on and off premises consumption. In addition, It also remains â€œwetâ€ in part for the sale of all alcoholic beverages for off-premises consumption.",2008,Archer___Scotland_,legal sale of beer and wine,0,1,0,0,0,1,0
Atascosa,NA,NA,Pleasanton,NA,10-May-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,146,102,dry,wet,NA,wet for the sale of mixed beverages in restaurants with food and beverage certificates.,2008,Atascosa___Pleasanton_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Cottle,NA,NA,NA,NA,10-May-08,legal sale of all alcoholic beverages including mixed beverages.,passed,352,207,dry,wet,NA,wet for the sale of all alcoholic beverages including mixed beverages.,2008,Cottle____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Dallas,NA,NA,Hutchins,NA,10-May-08,legal sale of all alcoholic beverages for off-premises consumption only.,passed,224,94,wet,wet,mixed beverages in restaurants with food and beverage certificates,wet for the sale of all alcoholic beverages for off-premises consumption.,2008,Dallas___Hutchins_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Dallas,NA,NA,Wilmer,NA,10-May-08,legal sale of all alcoholic beverages for off-premises consumption only.,passed,173,164,dry,NA,NA,wet for the sale fo all alcoholic beverages for off-premise consumption,2008,Dallas___Wilmer_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Ellis,NA,NA,Ennis,NA,10-May-08,legal sale of beer and wine for off-premises consumption only.,passed,664,135,wet,wet,beer for off-premises consumption,wet for the sale of beer and wine for off-premises consumption.,2008,Ellis___Ennis_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Ellis,NA,NA,Ennis,NA,10-May-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,644,141,dry,wet,beer for off-premises consumption,wet for the sale in mixed beverages in restaurants with food and beverage certificates.,2008,Ellis___Ennis_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Freestone,NA,NA,Fairfield,NA,10-May-08,legal sale of beer and wine for off-premises consumption only.,failed,304,391,dry,dry,NA,NA,2008,Freestone___Fairfield_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Freestone,NA,NA,Fairfield,NA,10-May-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,284,415,dry,dry,NA,NA,2008,Freestone___Fairfield_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Hartley,NA,NA,Channing,NA,10-May-08,legal sale of all alcoholic beverages for off-premises consumption only.,passed,75,46,dry,wet,NA,wet for the sale of all alcoholic beverages for off-premises consumption.,2008,Hartley___Channing_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Henderson,NA,NA,Payne Springs,NA,10-May-08,legal sale of beer and wine for off-premises consumption only.,failed,86,100,dry,dry,NA,NA,2008,Henderson___Payne Springs_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Jasper,NA,NA,Jasper,NA,10-May-08,legal sale of beer and wine for off-premises consumption only.,passed,504,497,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption,2008,Jasper___Jasper_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Jasper,NA,NA,Jasper,NA,10-May-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,passed,522,408,dry,wet,NA,wet for the sale of mixed beverages by restaurants with food and beverage certificates,2008,Jasper___Jasper_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Johnson,NA,NA,Rio Vista,NA,10-May-08,legal sale of all alcoholic beverages for off-premises consumption only.,passed,118,116,wet,wet,beer and wine,wet for the sale of all alcoholic beverages for off-premises consumption. It also remains â€œwetâ€ for the sale of beer and wine for on-premises consumption,2008,Johnson___Rio Vista_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Kaufman,NA,NA,Terrell,NA,10-May-08,legal sale of beer and wine for off-premises consumption only.,passed,259,39,wet,wet,wet in part for all alcoholic beverages for off-premises consumption,wet throughout  for the sale of beer and wine,2008,Kaufman___Terrell_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Kaufman,NA,NA,Terrell,NA,10-May-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,262,34,dry,wet,wet in part for all alcoholic beverages for off-premises consumption,wet for the sale of mixed beverages in restaurants with a Food and Beverage Certificate.,2008,Kaufman___Terrell_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
McLennan,NA,NA,McGregor,NA,10-May-08,"legal sale of all alcoholic beverages, including mixed beverages.",failed,206,410,wet,wet,beer and wine for off-premises consumption,beer and wine for off-premises consumption,2008,McLennan___McGregor_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Milam,NA,NA,Rockdale,NA,10-May-08,legal sale of mixed beverages.,passed,322,127,dry,wet,NA,wet for the sale for mixed beverages.,2008,Milam___Rockdale_,legal sale of mixed beverages.,0,0,1,0,0,1,0
Panola,NA,NA,Carthage,NA,10-May-08,legal sale of beer and wine for off-premises consumption only.,failed,434,878,dry,dry,NA,NA,2008,Panola___Carthage_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Panola,NA,NA,Carthage,NA,10-May-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,437,833,dry,dry,NA,NA,2008,Panola___Carthage_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Parker,NA,NA,Hudson Oaks,NA,10-May-08,legal sale of beer and wine for off-premises consumption only.,passed,103,28,wet,wet,wet in part for the sale of beer and wine for off-premises consumption,wet throughout for the sale of beer and wine for off-premises consumption,2008,Parker___Hudson Oaks_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Sherman,NA,NA,NA,NA,10-May-08,legal sale of all alcoholic beverages for off-premises consumption only.,failed,316,323,dry,dry,NA,NA,2008,Sherman____,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Smith,NA,NA,Tyler,NA,10-May-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,4520,2141,dry,wet,NA,wet for the sale of mixed beverages in restaurants with food and beverage certificates.,2008,Smith___Tyler_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Uvalde,NA,NA,NA,Precinct 3,10-May-08,legal sale of beer and wine.,failed,162,206,dry,dry,NA,NA,2008,Uvalde____Precinct 3,legal sale of beer and wine,0,1,0,0,0,1,0
Young,NA,NA,Olney,NA,10-May-08,legal sale of all alcoholic beverages for off-premises consumption only.,failed,266,283,dry,dry,NA,NA,2008,Young___Olney_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Bailey,NA,NA,NA,NA,NA,legal sale of all alcoholic beverages for off- premises consumption only.,failed,1009,1241,dry,dry,NA,NA,2009,Bailey____,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Bosque,NA,NA,Iredell,NA,4-Nov-08,legal sale of beer and wine for off-premises consumption only.,passed,106,60,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption.,2009,Bosque___Iredell_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Bosque,NA,NA,Morgan,NA,4-Nov-08,legal sale of all alcoholic beverages for off-premises consumption only.,passed,60,44,dry,wet,NA,wet for the sale of all alcoholic beverages for off- premises consumption.,2009,Bosque___Morgan_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Brazoria,NA,NA,Nash,NA,4-Nov-08,legal sale of all alcoholic beverages including mixed beverages.,failed,220,406,dry,dry,NA,NA,2009,Brazoria___Nash_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Brazoria,NA,NA,NA,Precinct 5,4-Nov-08,legal sale of beer,passed,1143,763,dry,wet,NA,wet for the sale of beer,2009,Brazoria____Precinct 5,legal sale of beer,0,1,0,0,0,1,0
Brazoria,NA,NA,NA,Precinct 5,4-Nov-08,legal sale of beer and wine for off-premises consumption only.,passed,1191,702,dry,wet,NA,wet for the sale of beer and wine for off-premises consumption,2009,Brazoria____Precinct 5,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Brazoria,NA,NA,NA,Precinct 5,4-Nov-08,legal sale of mixed beverages in restaurants by food and beverage certificate holders.,passed,1227,669,dry,wet,NA,wet for the sale of mixed beverages in restaurants by food and beverage certificate holders,2009,Brazoria____Precinct 5,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Childress,NA,NA,NA,NA,4-Nov-08,legal sale of all alcoholic beverages including mixed beverages.,passed,1420,861,wet,dry,"all alcoholic beverages, including mixed,",NA,2009,Childress____,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Collin,NA,NA,Melissa,NA,4-Nov-08,legal sale of all alcoholic beverages for off-premises consumption only.,failed,815,828,wet,wet,beer and wine for off-premises consumption,beer and wine for off-premises consumption,2009,Collin___Melissa_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Dallas,NA,NA,Irving,NA,4-Nov-08,legal sale of beer and wine for off-premises consumption only.,passed,26172,25404,dry,wet,NA,wet for the sale of beer and wine for off‐premises consumption,2009,Dallas___Irving_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Denton,NA,NA,Justin,NA,4-Nov-08,legal sale of all alcoholic beverages including mixed beverages.,passed,813,435,dry,wet,NA,wet for the sale of all alcoholic beverages including mixed beverages,2009,Denton___Justin_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Denton,Tarrant,NA,Southlake,NA,4-Nov-08,legal sale of beer and wine for off-premises consumption only.,passed,8120,2579,dry,wet,NA,wet for all sales of beer and wine for off‐premises consumption throughout the city,2009,Denton_Tarrant__Southlake_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
